Email sent date,Email sent time,sent_timestamp,Posting URL,Posting Title,Posting Body Text,Post timestamp,Listing Price,"Listing Type (house, apt., etc)",Poster Gender,Poster Age,Treatment,Reply?,Favorable Reply?,reply_date,reply_time,Gender in email,Age in email
3/28/19,4:07 PM,3/28/19 16:07,https://indianapolis.craigslist.org/roo/d/indianapolis-little-flower-near/6852753420.html,Little Flower near Irvington,"Furnished bedroom in 2 Bedroom house for rent. Furniture can be moved out if need be. All utilities and wi-fi included. I work for an airline and my schedule takes me away for days at a time. Would be nice to find someone with similar crazy schedule. Washer/dryer included in unit. Male roommate preferred. If interested, please reply with more on your current work and living situation - and a way to contact you. Thanks!",3/28/19 17:23,400,house,NA,NA,katie_43,N,N,NA,,,
3/28/19,4:08 PM,3/28/19 16:08,https://indianapolis.craigslist.org/roo/d/furnished-room-available-for-rent/6852562846.html,Furnished Room Available For Rent,"Furnished Room Available For Rent In Carmel, IN - Clay Terrace area. Nice size room with large closet furnished with full size bed, nightstand, desk, chair and 2 lamps. I am asking 480.00 per month for rent (includes, water, sewer and trash removal) and the electric 60.00 per month. Total for Rent and Utilities is 540.00 a month if you are a conscientious person and turn off lights, etc when not in the room, close doors and don't have the window open while air-conditioning or heat is running, etc. If not, then the 60.00 per month utility will be increased per month to compensate me for the additional electric bill amount as a result of your habits. Rent is due on the 1st of the month or you will have to pay a late fee of $35.00 per day. I'm not requiring a signed lease at this time just looking for someone who is professional and responsible. Each of us will need to agree to give the other a 30 day notice to vacate. I do require a security deposit. WHAT I AM EXPECTING IN A TENANT RENTING A ROOM FROM ME: I'm respectful of others space and property, quiet, don't have overnight guests, I don't party, I buy my own toiletries, paper towels, cleaning supplies, etc. The same is required of you! I do not supply any of your food, paper items, cleaning supplies toiletries, etc. . . . So, you will use your stuff and I will use mine. DEAL-BREAKERS FOR ME: • The room is only for one adult person, not person and animal, not a couple and not a parent and child • I am unable to rent to anyone who has domestic issues with a current or former significant other that could result in screaming matches, fights, etc. in my home.",3/28/19 13:49,540,apartment,NA,NA,katie_43,Y,Y,3/28/19,9:14:00 PM,presumed female,
3/28/19,3:58 PM,3/28/19 15:58,https://indianapolis.craigslist.org/roo/d/carmel-carmel-3bedroom-bathroom-garage/6852466647.html,"Carmel, 3Bedroom & 2-1/2Bathroom & Garage","Carmel, newer 3 Bedroom & 2-1/2 Bathroom & Garage house, located in center of Carmel, female home owner looks for roommate to share. the roommate will have it's self one bedroom and bathroom as well. Female applys only.",3/28/19 12:15,500,house,female,NA,katie_27,N,N,NA,,,
3/28/19,3:59 PM,3/28/19 15:59,https://indianapolis.craigslist.org/roo/d/indianapolis-downtown-iupui-campus/6852379390.html,"downtown-IUPUI campus furnished , utilities, WiFi incl $598","This location on iupui Medical school campus downtown Indy walking distance to Methodist hospital and fall Creek park. 5 min to IU Medical school at quite neighborhood We are looking for two roommate is to share this house with us . fullsize kitchen including all appliances and cooking Ware plus utensils with dishwasher has separate laundry room .living room has wall fire place (all utilities, WiFi and all furnished because new hardwood floor please wear slippers inside the house.so we can keep house clean.Please contact property manager David at show contact info . If you like check out our place It is very. Convenient location walking distance to all the restaurant like Starbucks Chipotle, pizza hut , panda express family Dollar, Lincoln pancakes house, city BBQ and crown liquid store. Even Subway sandwich , Hardee ,papa John in 5 minutes walking distance and we are on busline to downtown convention center We have Protection one security system and new concrete parking lot and with security light We have one private room with private bathroom is $598. Another private room share big bathroom is $585. All furnished House rules: no smoking /no party and no pet . Thanks :)",3/28/19 10:47,598,house,NA,NA,katie_27,Y,Y,3/28/19,4:05:00 PM,presumed male,
3/28/19,4:01 PM,3/28/19 16:01,https://indianapolis.craigslist.org/roo/d/nice-room-for-rent-near-castleton/6852368123.html,Nice room for rent near Castleton,"Nice room for rent with bath in house near Castleton. Includes free wifi and w/d use. Clean, responsible, employed. $500 month + $200 deposit",3/28/19 10:34,500,house,NA,NA,katie_27,N,N,NA,,,
3/28/19,4:10 PM,3/28/19 16:10,https://indianapolis.craigslist.org/roo/d/indianapolis-clean-and-comfortable/6843046857.html,Clean and Comfortable Bedroom Avail@ble,"Ramblewood Drive, Westchester Estates, Indianapolis, IN, United States Bed space available! No Lease and No Credit Check needed. Looking for a clean, professional, and hard working male adult seeking a nice & quiet space to rest. Nice convenient area! Located walking distance from: -Bus stations -Laundromat -Shop Rite and more!",3/16/19 15:18,415,house,NA,NA,katie_43,Y,Y,3/31/19,3:29:00 AM,,
3/28/19,4:10 PM,3/28/19 16:10,https://indianapolis.craigslist.org/roo/d/plainfield-room-for-rent/6852285355.html,Room For Rent,"Hello! I am a 37 year old male with a daughter and I am renting out a bedroom to my house for one lucky person. I prefer a female as I think my daughter would be more comfortable. I am easy to live with and give privacy. I just ask that you help keep things tidy and drama free. This is not a relationship proposal or a friends with benefits deal. I am really looking forward to this and have patience as I am very picky! House comes with everything you see below. Room is not furnished. -Super Fast Wifi -Washer/Dryer -Appliances -All Utilities Paid -Very nice, crime free neighborhood -Full use Kitchen -And More!",3/28/19 8:36,500,house,male,37,katie_43,Y,Y,3/28/19,4:16:00 PM,,
3/28/19,4:11 PM,3/28/19 16:11,https://indianapolis.craigslist.org/roo/d/columbus-furnished-room-for-rent/6852253760.html,Furnished Room For Rent,"I have a two bedroom home wish to rent out one of the rooms..I have cable,net and washer and dyer you will get full use of the house.I am a local middle age business man so pretty much work and chill...Can be long term or short term just looking for that right person so male or female roommate is fine I am also a smoker..Asking $75 a week for all",3/28/19 6:43,326,house,male,middle-age,katie_43,Y,Y,3/29/19,5:25:00 AM,,
3/28/19,4:12 PM,3/28/19 16:12,https://indianapolis.craigslist.org/roo/d/indianapolis-rooms-for-rent-near/6852251270.html,(((Rooms For Rent Near Downtown $150 per week All Utitlites included!,I have 2 rooms in 19 and 21 Hendricks For Rent All utilities included wifi and laundry also shared kitchen and bathrooms $150 per week plus 75 dollar non refundable cleaning fee call,3/28/19 6:26,652,house,NA,NA,katie_43,Y,Y,3/29/19,5:50:00 AM,,
3/28/19,4:13 PM,3/28/19 16:13,https://indianapolis.craigslist.org/roo/d/indianapolis-rent-private-rooms-155/6852214192.html,"Rent private rooms $155/Week-CABLE, Utilities, Internet ALL INCL","ALL INCLUDED IN THE PRICE : utilities, high speed WIFI , internet , washer/dryer at home 3 minutes from Children's Museum and 1 minute from highway 65 N VERY PEACEFUL AND QUIET NEIGHBORHOOD INDY GO across the street REQUIRED : 1 wk deposit + 1 wk of rent",3/28/19 1:12,674,apartment,NA,NA,katie_43,N,N,NA,,,
3/28/19,4:03 PM,3/28/19 16:03,https://indianapolis.craigslist.org/roo/d/indianapolis-downtown-indy-lockerbie/6852201262.html,Downtown Indy Lockerbie room $400 furnished,This new remodeling 3 story house 2 1/2 bathroom in downtown Indy @ Lockerbie best area in Indianapolis downtown ) we has all updated kitchen with all appliances and washer and dryer too. front porch can enjoy fire work on July 4. Back patio had big deck and perfect for summer cook out and hang out Walking distance to Mass Ave and old ( Marsh. Supermarket just one block away. ) access to I-65 only one minute away. So it is very convenient location We has one room available with furnished. Only $400 + utilities. Will be available late March Appointment available and credit check required,3/28/19 0:18,400,house,NA,NA,katie_27,Y,Y,3/29/19,3:29:00 PM,,
3/29/19,7:31 PM,3/29/19 19:31,https://indianapolis.craigslist.org/roo/d/indianapolis-looking-for-roommates/6853682073.html,"$400 Looking for roommates (Indianapolis)
","Looking for a honest roommate and some one anit on no games and 
truthfull. I'm renting it for 100 a week are 400 month got have the 
money up front please",3/29/19 20:13,400,house,NA,NA,katie_43,Y,Y,"Fri, Mar","29, 7:34 PM",,
3/29/19,7:34 PM,3/29/19 19:34,https://indianapolis.craigslist.org/roo/d/indianapolis-room-available-in-two/6853614612.html,$425 Room available in two bedroom apartment (8417 Chadwood Ln East Drive Apt 3c),"There is a room available for rent on the north side of Indianapolis on 
 Michigan and 86th street. The location is safe. There's a Walmart 
behind the 

apartment and other stores within five minutes drive include, Kroger, 
aldi, dollar general, Ross, Jcpenney and many other stores. There's a 
washer and dryer. The apartment has a pool and free gym for all 
residents. The roommate is a young lady between the ages of 25 and 30. 
She is a dedicated Christian and quiet. She works night so she won't be 
home most of the time.    ",3/29/19 18:37,425,apartment,female,25-30,katie_27,N,N,NA,,,
3/29/19,7:32 PM,3/29/19 19:32,https://indianapolis.craigslist.org/roo/d/indianapolis-furnished-bedrooms-for/6853336193.html,$550 FURNISHED BEDROOMS FOR RENT **ALL UTILITIES INCLUDED**,"Two bedrooms available for rent. The master bedroom (*room with creme 
walls) is 11.5 by 11, has a nice size closet that includes four shelves,
 a ceiling fan and is $550/mo. The second bedroom (*room with green 
walls) is 11 by 11, has closet space, two floating shelves, a ceiling 
fan and is $500/mo. Both rooms come furnished with a twin bed, a dresser
 for clothing storage and a powered nightstand that includes 3.2 amp for
 phone charging. The rest of the house will be shared with other 
tenants. There’s a dining area with two chairs & a lounge area with 
two chairs and a TV. The kitchen has appliances; stove microwave, 
cooking ware, plates, glasses, eating utensils etc. Amenities of the 
house includes WiFi, washer & dryer, closed in back porch, fenced in
 front & back yard and long drive way accessible to main street and 
alley. No pets. Serious inquiries only. 

LIVING BETTER INVESTMENT ",3/29/19 13:37,550,house,NA,NA,katie_43,N,N,NA,,,
3/29/19,7:35 PM,3/29/19 19:35,https://indianapolis.craigslist.org/roo/d/columbus-furnished-room-available-for/6853234173.html,$700 Furnished Room Available for Female Roommate,"A completely furnished room is available in a 
cozy condo in Columbus. Washer/dryer in unit. Walking distance from 
Target and other shopping centers and Cummins FSP/GOB. 

You would have 1 other roommate, a young female professional who travels
 often. Rent is $700 +utilities. Must be able to provide proof of 
employment, references, first and deposit. Available immediately. 





1 pet ok with restrictions and non refundable deposit.    

",3/29/19 12:01,700,condo,NA,NA,katie_27,Y,Y,3/29/19,8:00:00 PM,Marion,
4/3/19,12:56 PM,4/3/19 12:56,https://indianapolis.craigslist.org/roo/d/indianapolis-cozy-furnished-bedroom/6854158103.html,"Cozy Furnished Bedroom (1114 Newgate Cir Indianapolis, IN)","Cozy furnished bedroom and private bath available NOW... all utilities, internet, cable, laundry, private fridge and Wi-Fi included. Use of the kitchen, living room and family room are offered. Deposit and first month's rent required, along with background check and three references. No drugs, no alcohol, no smoking, no pets and no visitors. Home includes large deck and sits on a sweet lake...",3/30/19 14:08,500,house,NA,NA,katie_43,N,N,NA,,,
4/3/19,3:19 PM,4/3/19 15:19,https://indianapolis.craigslist.org/roo/d/indianapolis-looking-for-cool-housemate/6857095618.html,Looking for cool housemate in Broad Ripple village (Broad Ripple),"Super hip, cool urban location near Monon Trail and creek/river

Friendly, super quiet, divorced, single queer guy, bookworm computer type, early 50s, very liberal progressive, vegetarian seeking housemate to rent one of 2 bedrooms. Shared full and half bath, laundry washer and dryer and storage possibilities in full unfinished basement. Nice kitchen with dishwasher, elec stove and oven range, countertop convection oven, microwave, double sink with disposal. Vintage full bath with claw foot tub with shower, and small half bath.
Dining room separates bedrooms for more privacy.
Fenced in small yard with privacy fence.
No driveway or garage but TONS of easy street parking right in front of the house.

Looking for housemate who is dog and cat friendly (I have 3 small dogs and a black cat), who is responsible, mature, liberal/progressive, quiet, lgbtq or lgbtq friendly, quiet. Income and personal landlord/roommate references required, and income equal to 2.5+ times monthly rent of $600 (plus half utilities).
Perfect for grad student etc.

Rent is $600 monthly due on the first of every month, plus half utilities (gas, water, elec and possibly cable tv/internet)
Move in costs are $600 first month plus $600 last month.
Bedroom is unfurnished with window and closet, some furniture can be provided by me if needed (desk, nightstand, brand new full size futon never used or slept on..)

420 friendly, cigarette smoking etc outdoors only. No loud music/noise, heavy drinkers or hard drugs or big parties etc.

Will add photos shortly!
If interested, shoot me an email thru reply to this ad,with a little about yourself and what you’re looking for etc.",4/3/19 11:13,600,house,male,NA,katie_27,Y,Y,4/3/19,4:22:00 PM,,52
4/3/19,3:19 PM,4/3/19 15:19,https://indianapolis.craigslist.org/roo/d/indianapolis-1-nice-furnitured-room-in/6857082294.html,"1 nice furnitured room in a secure neighborhood available (3521 n Audubon rd, Indianapolis,IN)","1 bedrooms available in a 1.5 bathrooms single house of Audubon ready to move in. The front yard fully fenced, and rear fenced backyard offers lots of space for outdoor grilling, dining and entertaining. Brand new remodeled floor and painting inside .
We can share the washer & dryer, kitchen, bathrooms,living space and yards. Bedrooms are private, have locking doors and rented to only one person per bedroom.

$400 for rent and all utilities (heat/gas, electric, cable/internet). Also, $100 security deposit for the first month,we’ll return back to you if there’s no damage when you leave.

It's about 10 minutes to downtown Indy and close to arterial street 38th St. Public transportation via bus service is nearby. The library and CVS is around the corner.Free street and backyard parking.
Amenities:
Washer/dryer, refrigerator, electrical range and stove in house, Gas-forced central A/C, beautiful back yard is fenced around.
About myself:
I'm a nice ,hard-working woman, I treat people as I want treated.
I would prefer gentleman to move in. it's available right away.If you're interested in the room，I will be happy to show you the house. Call or text me at show contact info 。Please tell me some info about yourself--and I will contact you to set up a time to check out the place.
If you smoke anything, deal drugs, abuse drugs/substances, are violent, or bend or break rules/laws/leases, do not waste our time .

Candidates that can stay at least 6 months are preferred and would be considered for a reduced rate.

We don’t accept any person has history of eviction or other bad records !",4/3/19 10:59,400,house,female,NA,katie_27,N,N,NA,,,
4/3/19,1:06 PM,4/3/19 13:06,https://indianapolis.craigslist.org/roo/d/indianapolis-350-month-room-to-rent/6857055292.html,$350 a month Room to rent,"Very close to downtown, IUPUI, and fountain square. 29yo female homeowner. Looking for a roommate to help with cost of living. $350 month and split utility bills. I have 3 cats. No dogs or children. Must be female. Clean non smoker. Large yard if you enjoy gardening. Garage and basement for plenty of storage. Washer and dryer and dishwasher.

Available Now 
Great home in a great location only 3 miles southwest of downtown and 3 miles west of Fountain square. 
Garage parking and storage. 


High speed internet. In home laundry. Furnished family room and furnished kitchen. 

Must be 21 or over.

Please keep the rooms clean. Especially clean the kitchen after cook. It's very important not to take stranger home without permission . Also, we can't make huge voice, or neighbor will call police. Please wear clean slippers inside . No dirty shoes on the carpet.No smoke inside.Lock your bedroom when you go out.Don't leave valuables in bedroom.Be nice and polite to anyone else in the house. No anything against law and moral is allowed.Please call me if you have any problems. I love every one that share my houses. 
",4/3/19 10:31,350,apartment,female,29,katie_43,Y,Y,4/3/19,1:28:00 PM,,
4/3/19,3:20 PM,4/3/19 15:20,https://indianapolis.craigslist.org/roo/d/indianapolis-room-with-young/6844260354.html,Room with Young Professionals near Downtown Indy,"Large, well kept house with young professionals has 1 bedroom available for rent starting in February 2019. Two story house with a fully finished basement.

The house is located on the north side of downtown, 5 min drive to downtown and 10 min drive to Broad Ripple. Located near a nice public park and in a nice neighborhood area.

There are four bedrooms on the upper floor with two of the bedrooms occupied. There is also a fully finished basement with a bedroom/bathroom/living room etc. This is also occupied. Three young professionals (two guys and one girl) currently live in the house. The room available for rent is upstairs and will share a bathroom with one other person. It's a good size bedroom with a walk-in closet. The house is clean, well kept, and with high-end finishes. Looking for someone who will help keep it that way. Full kitchen, washer and dryer, living room and dining rooms and other shared areas come fully furnished. 

Rent is $500/mo plus a share of the utilities. Parking is off street on the driveway at the back of the house. No pets at this time. Current residents are young professionals and we're looking for someone who would be a good fit. If interested, let me know your situation and when you're needing to make a move. 
",3/18/19 11:41,500,house,female/male,NA,katie_27,Y,Y,4/4/19,10:10:00 AM,,
4/3/19,1:20 PM,4/3/19 13:20,https://indianapolis.craigslist.org/roo/d/good-roommate-on-lake-needed/6856797280.html,Good roommate on a lake needed!!!!! (Just west of Danville),"Hello people....Long shot! too much to type. But, I am going through a divorce. Desperately trying to save my family home built in 1970 by my grandmother. It was added on to and remodeled(you know why). The basement is unfinished, but going to asap. If it helps I'd give you the garage also. Its 2car but tight.... Now I don't think I can afford it. It is about 3800sq/ft on a beautiful lake! The court it's on is full of lifelong friends and families! All very very close!! Have a dock, boat, the works. It's just a beautiful place...It will be devastating to myself and family. I am 47yo male fit healthy professional fireman in indy. I have two incredible children that obviously will be there often. You absolutely know the environment I'm looking for and needing. You know the quality of a roommate I absolutely must have with children!!!! You would literally have your own floor. It has a bedroom, big tv/living room, own bathroom with stand up shower, even a loft area for an office. Obviously shared kitchen and laundry room. Plus, a wonderful lake in your back yard!!! It's an incredible place. Basically I need a perfect roommate...Wonderful secure job, professional, respectful, clean, mature, person with a higher end income(preferably)!!! I would prefer that the person be an outdoor type, fitness type, fun!!! Not necessary, but would just be awesome to have same hobbies and activities. I would prefer a female roommate too...No, I'm not a perv :) I am in a wonderful relationship!!! Just prefer, little more professional, little more clean lol!!! But will take any perfect roommate...The bad part...I am looking for $1000/mo or best offer. I really couldn't go below $800, but I'm pretty desperate! We could at least talk and wheel and deal....You'd be paying for a wonderful house, a lake, boat, skiing, an absolutely fun summer(s).... 
Well, that's my desperate plea for the perfect roommate....Thanks for looking!!!! Here's a pic of my backyard. I'll get some more!!!!
Wish me luck!!!!!!!",4/2/19 21:01,1000,house,male,47,katie_43,Y,Y,4/3/19,3:07:00 PM,,
4/3/19,3:20 PM,4/3/19 15:20,https://indianapolis.craigslist.org/roo/d/indianapolis-nice-room-for-rent-ivy/6856770550.html,"Nice Room for Rent: Ivy Hills - Sprawling Ranch, Big Front Yard, Fence","I have a nice room available for rent. I live in Ivy Hills off 79th and Allisonville. It’s a very nice area, giant front yard with mature trees, close to the interstate, fenced in back yard with screened in porch. You’ll have your own private bathroom, shower and open access to my washers and dryers. 2 car garage, house is very modern and kept very clean. I’m 4/20 friendly but must use garage or screened in porch.
I’m a straight, 32 year old white male who works in downtown Carmel 50 hours a week. I have no preference with regards to age, race or sexual beliefs but I’m looking for the right situation and don’t need the income so I’m willing to wait.
Feel free to reach out with any questions!",4/2/19 20:19,550,house,male,32,katie_27,Y,Y,4/3/19,4:11:00 PM,,
4/3/19,1:27 PM,4/3/19 13:27,https://indianapolis.craigslist.org/roo/d/indianapolis-2360ft2-2-br-in-fountain/6854014769.html,2 BR in Fountain Square for rent.,"I have two bedrooms for rent in a recently renovated house located in vibrant Fountain Square. I am the owner, a male young professional, and I live in the third bedroom. I am looking for one or two responsible and tidy roommates to fill the open rooms, available at the end of May. No preference on the gender of either roommate.

The house is located a short walk to the heart of Fountain Square and Fletcher Place and a five minute drive to downtown or I-65. 2,360 square feet in total with 3 bedrooms and 2 bathrooms. The open bedrooms are each 130 square feet - 13x10 - and each have a closet. Features include an open floor plan, granite counter tops, all new stainless steel appliances, exposed cedar beams, cathedral/tray ceilings, two-story living room, a spiral staircase, fenced in front and back yards, a large back deck and front porch, contemporary lighting fixtures, and a two car garage.

The open bedrooms are not furnished as seen in the photos, but living spaces are.

Plenty of street parking available
1 garage spot available for an additional $15/month.
Utilities will be shared - gas, electric, recycling, Youtube TV, Verizon 5G Internet
Bedrooms include a closet not shown in the photos
Washer and dryer on the first floor
Dishwasher
Double Oven
Water softener installed
5 minute drive to Lilly, Salesforce, and others

Available end of May, but arrangements can be made for sooner in certain cases.

If you are interested, please contact me to set up a meeting and visit!",3/30/19 11:43,500,house,male,NA,katie_43,Y,Y,4/3/19,1:35:00 PM,,
4/3/19,3:23 PM,4/3/19 15:23,https://indianapolis.craigslist.org/roo/d/136-plainfield-cozy-room-for-rent-136/6835996833.html,$136 PLAINFIELD COZY ROOM FOR RENT $136 NO DEPOSIT!!!,"GREAT PLACE, DONT MISS OUT ON THIS ONE!
$136 PER WEEK 
!!!!!NO DEPOSIT!!!!!
HARD TO FIND SHARED HOUSING, IN PLAINFIELD, 
WEEK TO WEEK ROOM FOR RENT 

ABSOLUTELY NO DRAMA IS EVER TOLERATED!!!
LONG TERM WANTED. Your first and last week due upon moving in ($272)
Central air/heat
Great place for Great price VERY COZY HOME
You DO NOT pay any UTILITIES!!!
SHARED LIVING ROOM, KITCHEN, BATHROOM, STOVE, AND REFRIGERATOR 

AVAILABLE NOW - WILL NOT LAST LONG

TEXT Mr. DuWayne @
317 4one0-zero75two. (Leave a message if I'm not available) Thank you",3/7/19 17:18,136,apartment,male,NA,katie_27,N,N,NA,,,
4/3/19,1:34 PM,4/3/19 13:34,https://indianapolis.craigslist.org/roo/d/indianapolis-roommate-opening/6854341353.html,Roommate Opening,"Seeking roommate in a furnished house. Now available. 
Message with your name and contact information if you are interested. 
*Non smokers only. 
Students and working professionals.
I will delete this ad when this room is rented.

Private bedroom area on first floor. You furnish your room. 
Large closet. 
Common areas are furnished and shared. 
Secure Nora suburb. Close to parks, gyms, and shopping . Flexible lease. 
In a great area. 
Quiet hours observed as a courtesy to roommates schedules. 
Laid back atmosphere. Privacy. 
Off street parking. Large yard. Private deck. Attached 2 car garage.
$700 a month. 
Utilities, lawn care and internet are included. 

No pets please. 
No alcohol or drug abusers.
Background check.",3/30/19 17:39,700,house,NA,NA,katie_43,N,N,NA,,,
4/3/19,2:19 PM,4/3/19 14:19,https://indianapolis.craigslist.org/roo/d/indianapolis-female-roomate/6856434057.html,FEMALE ROOMATE-Masterbedroom w/ own bath (Glendale/Broadripple) ,"I am looking for a clean female roommate with job/life stability to share expenses at my 3 BR, 2 
BA home with full basement in a great location near parks & shopping in the Broad ripple area. 
You would have complete and sole access to the entire 2nd floor of this home (almost 600 sq. 
ft.)--which consists of a huge private 2nd floor Master bedroom, sitting area and 1/2 bath. The 
home has hardwood floors, full bath on the main floor, and living room with fireplace, wrap 
around front porch, off-street parking and access to Wi-Fi. The rent includes full access and use 
of all appliances, including washer & dryer and storage in the basement. I have a cat. Rent includes utilities. If you do have a cat or dog it would be additional $15 a month. Available in April, May or by June 1.
*We would need to meet first off-site to see if it would be a good match, before you can see the 
space and please only set up the appt. if you are going to show up. PLEASE text and cancel if it
doesn't work for you. 
$125 deposit",4/2/19 13:53,485,house,NA,NA,katie_43,Y,Y,4/3/19,6:13:00 PM,presumed female,
4/3/19,2:20 PM,4/3/19 14:20,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rent-in-speedway/6856388502.html,Room for rent in speedway,"Room for rent in Speedway Indiana .. 500 a month all bills included . Immediate move in . Smoking is not allowed !!!! SHORT TERM 2 months only . Rent is due 1st of the month . show contact info
. Bathroom is shared . Updated appliances . Beautiful townhouse in quiet area",4/2/19 13:10,500,apartment,NA,NA,katie_43,Y,Y,4/3/19,2:26:00 PM,,
4/3/19,2:20 PM,4/3/19 14:20,https://indianapolis.craigslist.org/roo/d/indianapolis-room-available-downtown/6856159155.html,Room Available Downtown,"Newly painted, furnished bedroom in Lockerbie Townhome located one block from Mass Ave. and a quick walk to downtown. Parking, laundry, and rare downtown private patio are just a few of the benefits of this Townhome. Rent is $950, which includes utilities (water, electric, gas, and internet). Bathroom shared with one other tenant.

Townhome is currently occupied by two professional males in their mid to late 20's. Interested applicants will need to go through an interview process with current tenants. Flexible leasing options with preference for long term. Room is move-in ready. Pictures of room available upon request. Contact us today to set up a tour and interview",4/2/19 9:04,950,apartment,male,NA,katie_43,N,N,NA,,,
4/3/19,3:24 PM,4/3/19 15:24,https://indianapolis.craigslist.org/roo/d/indianapolis-looking-for-responsible/6856115808.html,LOOKING for a RESPONSIBLE roommate to share house,"I am looking for a roommate/housemate to take the other room in my landlord's 2 bedroom 1.5 bath house. The current roommate is making a life change, and thus moving out. The house is one half of a nicely updated double in the popular Emerson Heights neighborhood right next to Irvington.

It features an updated kitchen with stainless appliances, finished hardwoods, unfinished basement, washer and dryer, and a fenced yard with fire pit.

The neighborhood is quiet and we're surrounded by long-time home owners.

To IUPUI's campus it's a 15 minute drive, 18 to 30 minute bike ride (depending on how fast you pedal [race bike vs cruiser]). It's on Michigan St, which has a bike path directly from the house to downtown and campus. There's also a Metro transit stop (Michigan and Bancroft) for the number 3 bus. 

It's also a 2 min walk to Ellenberger Park, 5 min bike ride to Irvington, with several new restaurants, Starbucks, Irvington Public Library, etc. 10 min bike ride to the Monon trail and 5 min drive to I-70.

Move in date anytime. Total cost would be $450 per month, and this includes rent, all utilities, and fast wireless internet",4/2/19 7:12,450,apartment,NA,NA,katie_27,N,N,NA,,,
4/3/19,2:26 PM,4/3/19 14:26,https://indianapolis.craigslist.org/roo/d/indianapolis-huge-amazing-house/6855820550.html,Huge amazing house,"Hey all, I have an amazingly huge 7 bedroom 3.5 bathroom house. It has 2 fully furnished living rooms a huge nicely equipped kitchen. A garage game room. The backyard is fenced in with a fire pit and chairs to hang out on that warm summers night with your friends. I love this house and I need a good roommate who cares about my house as much as I do. I would love it if you could commit to one year but I'm flexible for the right person or couple. My house is currently being painted so we are in a bit of a transition period. I just had new siding and a new roof and gutters installed. If you do drugs, are highly volitale and in an unmedicated state have more felonies than I have fingers or just a plain old jerk to live with or be around then skip right on ahead to the next ad. I have a small room for rent for 500 per month or a larger room available for a bit more. All utilities are included in the monthly rental rate. I do have a few pieces of furniture that I could use to furnish your room if need be",4/1/19 17:48,500,house,NA,NA,katie_43,N,N,NA,,,
4/3/19,3:24 PM,4/3/19 15:24,https://indianapolis.craigslist.org/roo/d/carmel-brand-new-house-two-rooms-to-rent/6855714199.html,Brand new house two rooms to rent,"Brand new kitchen-refrigerator, stove, dishwasher, washer/dryer, bathroom... never used! Wait for you to use.

I'm a well educated, professional. Not cooking and live in house yet. You and other house mate will enjoy this 4 bedroom beautiful house.

Clean and financially stable. female is preferred. No pets, no party, no drug!

Rent is $680, which includes high speed internet and trash. The utilities - gas, electricity and water/sewer will be shared. A background check will be ran. Only serious applicants need apply",4/1/19 15:53,680,house,NA,NA,katie_27,Y,Y,4/3/19,3:32:00 PM,presumed male,
4/3/19,3:25 PM,4/3/19 15:25,https://indianapolis.craigslist.org/roo/d/indianapolis-roommate-needed-share/6855477625.html,roommate needed share sublet,"roommate needed in a New (2018) house in a safe and homey environment. Community Amenities: 1) Community pool 2) Walking and bike trail 3) Playground. House Amenities: 1) Living space and room furnished with new furniture 2) XFINITY Digital Starter 140+ Channels 3) XFINITY Blast!® 3) XFINITY® Home Secure 24/7 Security with Professional Monitoring 5) Free Washer and Dryer Utilities (Gas, Electric, Water, Sanitation) and cable included in rent",4/1/19 12:06,450,apartment,NA,NA,katie_27,Y,Y,4/5/19,2:23:00 AM,,
4/3/19,2:27 PM,4/3/19 14:27,https://indianapolis.craigslist.org/roo/d/indianapolis-newly-available-furnished/6855441774.html,Newly available Furnished sleeping room for rent,Nicely furnished private sleeping room for rent $120 week or $480 month $125 deposit... all utilities included washer and dryer are available for use and you share the common areas..on the busline 7 minutes north of downtown,4/1/19 11:32,120,house,NA,NA,katie_43,N,N,NA,,,
4/3/19,3:26 PM,4/3/19 15:26,https://indianapolis.craigslist.org/roo/d/indianapolis-downtown-iupui-campu/6855435540.html,"downtown-IUPUI campu ,furnished with all including WiFi incl $595","Hi it is April ,
have you plan move to downtown close to IUPUI campus area ?This location on iupui Medical school campus downtown 
Indy walking distance to Methodist hospital and fall Creek park. 5 min to IU Medical school at quite neighborhood 
We are looking for two roommate is to share this house with us . fullsize kitchen including all appliances and cooking Ware plus utensils with dishwasher has separate laundry room .living room has wall fire place (all utilities, WiFi and all furnished because new hardwood floor please wear slippers inside the house.so we can keep house clean.Please contact property manager David at show contact info . If you like check out our place
It is very. Convenient location walking distance to all the restaurant like Starbucks Chipotle, pizza hut , panda express family Dollar, Lincoln pancakes house, city BBQ and crown liquid store. Even Subway sandwich , Hardee ,papa John in 5 minutes walking distance and we are on busline to downtown convention center
We have Protection one security system and new concrete parking lot and with security light
We have one private room with private bathroom is $595. Another private room share big bathroom is $575. All furnished
House rules: no smoking /no party and no pet . Thanks ",4/1/19 11:26,595,house,NA,NA,katie_27,Y,Y,4/3/19,3:32:00 PM,presumed male,
